time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-08-11T04:50:18.113Z,51.5686,-178.4219,3,3.9,ml,,,,0.63,ak,ak16494585,2017-08-11T18:01:24.222Z,"40km SSW of Tanaga Volcano, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-08-11T04:31:14.020Z,-24.2076,-66.8813,176.55,5,mb,,35,1.726,1.01,us,us2000a775,2017-08-12T18:06:13.040Z,"57km W of San Antonio de los Cobres, Argentina",earthquake,7.7,6.4,0.027,436,reviewed,us,us
2017-08-11T03:58:42.530Z,18.9928,-64.903,4,2.48,md,4,297,0.7834,0.27,pr,pr2017223003,2017-08-11T09:10:32.960Z,"70km NNW of Road Town, British Virgin Islands",earthquake,12.74,12.08,0.36,3,reviewed,pr,pr
2017-08-11T03:34:54.510Z,13.6439,92.8399,28.83,4.6,mb,,71,1.978,0.83,us,us2000a76w,2017-08-11T03:55:00.040Z,"215km N of Bamboo Flat, India",earthquake,7.3,3.4,0.098,31,reviewed,us,us
2017-08-11T03:00:11.470Z,37.7948333,-122.5963333,5.16,2.68,md,98,142,0.06161,0.07,nc,nc72866236,2017-08-18T01:18:02.925Z,"10km SSW of Tamalpais-Homestead Valley, California",earthquake,0.13,0.23,0.133,73,reviewed,nc,nc
2017-08-11T02:38:35.120Z,39.3401,15.759,223.19,4.5,mb,,55,0.654,0.93,us,us2000a76d,2017-08-12T06:11:42.948Z,"23km SW of Acquappesa, Italy",earthquake,5.7,5.4,0.04,181,reviewed,us,us
2017-08-11T02:04:46.510Z,21.5962,143.1176,293.12,4.3,mb,,102,5.54,0.86,us,us2000a76b,2017-08-11T02:25:38.040Z,"218km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,12.8,7.4,0.108,24,reviewed,us,us
2017-08-11T01:58:53.650Z,23.2081,121.474,18.29,4.4,mb,,90,0.245,1.09,us,us2000a769,2017-08-11T03:03:03.169Z,"60km NE of Taitung City, Taiwan",earthquake,3.1,4.2,0.101,28,reviewed,us,us
2017-08-11T01:46:03.560Z,31.9816667,-116.218,14.72,2.46,ml,15,107,0.2306,0.18,ci,ci37731423,2017-08-11T17:50:11.752Z,"40km ENE of Ensenada, B.C., MX",earthquake,0.28,0.83,0.145,70,reviewed,ci,ci
2017-08-11T01:43:53.260Z,18.9356,-67.9755,100,3.42,md,17,237,0.5853,0.72,pr,pr2017223002,2017-08-11T04:04:41.453Z,"59km NE of Punta Cana, Dominican Republic",earthquake,6.95,4.52,0.24,15,reviewed,pr,pr
2017-08-11T00:14:42.260Z,17.9535,-66.267,9,2.95,md,18,170,0.1606,0.3,pr,pr2017223000,2017-08-11T01:10:11.040Z,"5km SE of Salinas, Puerto Rico",earthquake,0.83,1.27,0.3,11,reviewed,pr,pr
2017-08-10T22:58:44.470Z,36.5105,70.1695,216.92,4,mb,,69,0.695,0.68,us,us2000a755,2017-08-10T23:28:21.040Z,"28km ESE of Farkhar, Afghanistan",earthquake,7.1,10.2,0.231,5,reviewed,us,us
2017-08-10T22:57:04.570Z,44.6987,-111.7701,5.96,3.1,ml,,48,0.212,0.57,us,us2000a74x,2017-08-10T23:19:58.040Z,"52km W of West Yellowstone, Montana",earthquake,2.5,7,0.048,56,reviewed,us,us
2017-08-10T22:52:09.670Z,33.151,-116.0431667,5.42,2.94,ml,99,40,0.1374,0.21,ci,ci37731271,2017-08-11T23:42:41.914Z,"8km E of Ocotillo Wells, CA",earthquake,0.13,0.59,0.106,169,reviewed,ci,ci
2017-08-10T22:39:20.849Z,51.1727,178.8297,14.9,3.3,ml,,,,0.41,ak,ak16493546,2017-08-26T06:46:46.120Z,"89km SSE of Little Sitkin Island, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-08-10T22:33:20.420Z,53.5444,-163.4414,17.1,2.5,ml,,,,0.55,ak,ak16493359,2017-08-26T06:46:45.709Z,"145km S of False Pass, Alaska",earthquake,,7.6,,,reviewed,ak,ak
2017-08-10T22:28:09.450Z,53.6504,-163.5158,37.64,4.7,mb,,93,1.42,0.84,us,us2000a74n,2017-08-26T06:46:45.145Z,"133km S of False Pass, Alaska",earthquake,7.5,6.2,0.032,300,reviewed,us,us
2017-08-10T21:33:21.770Z,-25.8724,-178.9782,373.69,4.4,mb,,166,3.486,0.98,us,us2000a74c,2017-08-20T23:23:42.040Z,"South of the Fiji Islands",earthquake,11.6,8.3,0.091,35,reviewed,us,us
2017-08-10T20:21:12.430Z,18.5803,-66.677,15,2.67,md,16,205,0.1264,0.35,pr,pr2017222005,2017-08-10T22:43:33.819Z,"12km NNE of Arecibo, Puerto Rico",earthquake,1.06,1.25,0.2,13,reviewed,pr,pr
2017-08-10T18:59:34.260Z,41.9555,-126.0401667,23.43,4.64,mw,19,274,1.375,0.08,nc,nc72865926,2017-08-16T05:30:48.668Z,"113km W of Brookings, Oregon",earthquake,1.15,8.26,,4,reviewed,nc,nc
2017-08-10T17:40:14.700Z,32.8243333,-115.4683333,11.18,2.49,ml,31,71,0.02624,0.23,ci,ci37730847,2017-08-11T01:42:42.474Z,"8km W of Holtville, CA",earthquake,0.35,0.4,0.196,30,reviewed,ci,ci
2017-08-10T17:36:48.900Z,32.8078333,-115.4576667,12.15,2.73,ml,29,56,0.009497,0.25,ci,ci37730823,2017-08-11T01:39:21.312Z,"7km W of Holtville, CA",earthquake,0.42,0.66,0.128,81,reviewed,ci,ci
2017-08-10T17:14:42.250Z,32.81,-115.4603333,11.54,3.23,ml,44,63,0.01232,0.29,ci,ci37730783,2017-08-10T23:46:38.716Z,"8km W of Holtville, CA",earthquake,0.32,0.48,0.165,205,reviewed,ci,ci
2017-08-10T17:04:09.120Z,32.8186667,-115.464,15.28,2.86,ml,45,38,0.01968,0.24,ci,ci37730751,2017-08-11T01:06:44.546Z,"8km W of Holtville, CA",earthquake,0.28,0.44,0.19,106,reviewed,ci,ci
2017-08-10T15:54:47.290Z,37.1763,71.4354,108.71,4.2,mb,,66,0.395,1.06,us,us2000a6ya,2017-08-11T13:45:45.040Z,"35km WSW of Roshtqal'a, Tajikistan",earthquake,5.6,4.5,0.159,11,reviewed,us,us
2017-08-10T15:37:20.270Z,1.257,124.117,264.81,4.6,mb,,75,2.65,0.98,us,us2000a6y5,2017-08-11T13:43:57.040Z,"34km NNW of Poigar, Indonesia",earthquake,4.9,7.9,0.07,65,reviewed,us,us
2017-08-10T14:41:33.190Z,44.7851667,-111.05,9,2.99,ml,21,114,0.04053,0.13,uu,uu60224307,2017-08-28T14:17:44.040Z,"14km NNE of West Yellowstone, Montana",earthquake,0.39,0.5,0.184,7,reviewed,uu,uu
2017-08-10T14:09:44.710Z,44.174,-129.0348,10,3,ml,,249,3.624,1.15,us,us2000a6wq,2017-08-27T17:50:30.040Z,"Off the coast of Oregon",earthquake,11.3,2,0.06,36,reviewed,us,us
2017-08-10T13:53:34.150Z,54.3118,-161.4539,10,3.9,mb,,198,0.929,1.21,us,us2000a6wr,2017-08-27T17:36:55.040Z,"126km SE of Cold Bay, Alaska",earthquake,3.9,1.9,0.257,4,reviewed,us,us
2017-08-10T13:50:14.330Z,27.7561,53.3173,10,4.1,mb,,104,3.813,1.29,us,us2000a8eg,2017-08-27T17:30:15.040Z,"81km W of Gerash, Iran",earthquake,10.5,2,0.135,15,reviewed,us,us
2017-08-10T13:48:29.710Z,19.6734,121.1205,10,4.1,mb,,141,3.129,1.35,us,us2000a8ef,2017-08-27T17:23:51.040Z,"107km SW of Sabtang, Philippines",earthquake,14.4,2,0.158,11,reviewed,us,us
2017-08-10T13:47:38.080Z,50.1439,179.4661,21.43,2.9,ml,,301,1.239,0.24,us,us2000ac07,2017-08-27T17:13:08.040Z,"160km SW of Amatignak Island, Alaska",earthquake,5.4,12.5,,,reviewed,us,ak
2017-08-10T13:43:52.020Z,38.6728,70.7045,10,4.3,mb,,67,0.445,1.2,us,us2000a6wk,2017-08-27T15:21:12.040Z,"48km SE of Gharm, Tajikistan",earthquake,4.3,1.9,0.161,11,reviewed,us,us
2017-08-10T13:04:26.560Z,11.9129,143.3725,35,4.5,mb,,125,2.215,0.74,us,us2000a8ee,2017-08-27T15:14:42.040Z,"205km SW of Merizo Village, Guam",earthquake,13.8,2,0.103,28,reviewed,us,us
2017-08-10T10:35:45.557Z,52.0039,-171.0257,25.8,2.6,ml,,,,0.71,ak,ak16681987,2017-08-26T06:46:21.370Z,"56km SSE of Amukta Island, Alaska",earthquake,,8.1,,,reviewed,ak,ak
2017-08-10T09:53:11.500Z,14.7189,-92.3145,78.24,4.3,mb,,188,0.63,1.1,us,us2000a6uj,2017-08-12T13:11:52.822Z,"11km E of Puerto Madero, Mexico",earthquake,12.7,6.1,0.059,82,reviewed,us,us
2017-08-10T09:51:51.540Z,-24.9948,-13.5965,10,5.3,mb,,60,28.158,0.92,us,us2000a6ul,2017-08-11T15:18:27.040Z,"Southern Mid-Atlantic Ridge",earthquake,10.5,1.9,0.053,121,reviewed,us,us
2017-08-10T09:38:02.663Z,60.4138,-140.6047,5,3.6,ml,,,,0.81,ak,ak16491732,2017-08-26T06:55:08.404Z,"108km NNW of Yakutat, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-08-10T08:52:12.450Z,-20.4429,-178.4994,567.22,4.2,mb,,135,4.222,1.05,us,us2000a6ud,2017-08-27T07:09:39.040Z,"31km NE of Ndoi Island, Fiji",earthquake,15.6,10.2,0.098,29,reviewed,us,us
2017-08-10T08:07:38.820Z,18.9446,-67.3875,8,2.95,md,8,248,0.5513,0.36,pr,pr2017222003,2017-08-10T11:50:59.945Z,"58km NNW of San Antonio, Puerto Rico",earthquake,1.7,1.37,0.23,8,reviewed,pr,pr
2017-08-10T07:41:42.550Z,37.6161652,-118.4508362,6.63,2.86,md,36,154,0.06826,0.06,nc,nc72865586,2017-08-12T20:12:13.593Z,"25km N of Dixon Lane-Meadow Creek, California",earthquake,0.32,0.68,0.18,37,automatic,nc,nc
2017-08-10T07:07:52.030Z,50.5453,157.3699,80.46,5.1,mb,,108,2.575,0.91,us,us2000a6ti,2017-08-27T06:33:11.040Z,"89km E of Severo-Kuril'sk, Russia",earthquake,8.8,3.6,0.058,98,reviewed,us,us
2017-08-10T06:46:00.320Z,41.415,-29.3268,10,4.6,mb,,58,2.815,0.52,us,us2000a6tm,2017-08-10T07:48:35.040Z,"265km NE of Santa Cruz das Flores, Portugal",earthquake,7.5,1.7,0.042,168,reviewed,us,us
2017-08-10T05:57:18.450Z,-8.1657,103.9673,10,5.2,mb,,131,2.838,0.57,us,us2000a6sy,2017-08-10T06:15:22.040Z,"236km SW of Tugu Hilir, Indonesia",earthquake,8,1.9,0.068,72,reviewed,us,us
2017-08-10T05:29:46.790Z,35.4683,69.2985,104.81,4.4,mb,,76,0.948,0.95,us,us2000a6sn,2017-08-10T09:54:46.089Z,"26km NW of Bazarak, Afghanistan",earthquake,6.5,9.6,0.149,13,reviewed,us,us
2017-08-10T03:44:10.093Z,54.5532,-134.1859,15,4.4,ml,,,,0.84,ak,ak16490848,2017-08-26T06:50:47.254Z,"122km SSW of Craig, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2017-08-10T03:42:04.605Z,61.5088,-146.3841,13.6,2.5,ml,,,,0.61,ak,ak16490838,2017-08-26T06:46:01.265Z,"42km N of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-08-10T03:11:15.492Z,54.5249,-163.7135,83.3,2.6,ml,,,,0.46,ak,ak16490825,2017-08-26T06:45:59.926Z,"41km SSW of False Pass, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-08-10T02:51:20.860Z,18.264,-67.188,127,3.18,md,12,131,0.135,0.21,pr,pr2017222001,2017-08-10T03:56:23.457Z,"2km S of La Playa, Puerto Rico",earthquake,2.74,1.24,0.19,9,reviewed,pr,pr
2017-08-10T00:43:19.030Z,9.498,124.0866,524.62,5,mb,,21,2.828,0.91,us,us2000a6rc,2017-08-23T03:02:59.040Z,"10km S of Lila, Philippines",earthquake,9,5.8,0.046,153,reviewed,us,us
2017-08-10T00:41:00.740Z,30.8578,-103.3998,5,2.6,ml,,64,0.523,0.44,us,us2000a6r7,2017-08-23T02:18:46.040Z,"49km W of Fort Stockton, Texas",earthquake,3.3,2,0.091,46,reviewed,us,us
2017-08-10T00:36:30.690Z,35.7086,140.1416,61.61,5.1,mww,,96,0.423,0.91,us,us2000a6r5,2017-08-23T02:14:33.944Z,"6km NNW of Yotsukaido, Japan",earthquake,6.1,5.3,0.089,12,reviewed,us,us
2017-08-10T00:32:28.977Z,53.3918,-165.8214,16.1,2.8,ml,,,,0.39,ak,ak16490483,2017-08-26T06:45:53.906Z,"71km SE of Unalaska, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-08-10T00:27:26.250Z,-17.7329,-178.8082,557.11,4.2,mb,,164,2.991,0.72,us,us2000a8ds,2017-08-23T01:35:21.040Z,"241km SE of Lambasa, Fiji",earthquake,14,10,0.128,17,reviewed,us,us
2017-08-10T00:15:35.740Z,-19.9436,-177.2824,386.04,4.2,mb,,96,4.929,0.96,us,us2000a8e3,2017-08-23T00:27:04.040Z,"167km ENE of Ndoi Island, Fiji",earthquake,8.4,8.2,0.124,18,reviewed,us,us
2017-08-10T00:12:41.200Z,51.586,-178.5552,16.11,2.7,ml,,185,0.221,0.4,us,us2000abzw,2017-08-27T05:34:34.040Z,"43km SW of Tanaga Volcano, Alaska",earthquake,2.6,6.3,,,reviewed,us,ak
2017-08-10T00:07:20.190Z,28.3693,130.0129,10,4.3,mb,,126,2.172,1.4,us,us2000a8ey,2017-08-23T00:13:01.040Z,"51km E of Naze, Japan",earthquake,6.1,1.9,0.265,4,reviewed,us,us
2017-08-10T00:03:45.480Z,18.2458,-68.5726,117,3.32,md,10,294,0.3293,0.46,pr,pr2017222000,2017-08-23T00:00:18.040Z,"5km SW of Boca de Yuma, Dominican Republic",earthquake,7.48,2.55,0.19,7,reviewed,pr,pr
2017-08-09T22:56:19.780Z,36.9338,27.6401,9.77,4.1,mb,,44,0.816,0.44,us,us2000a6pq,2017-08-22T22:21:32.359Z,"22km ESE of Bodrum, Turkey",earthquake,4.3,6,0.186,8,reviewed,us,us
2017-08-09T22:08:23.430Z,37.5540009,-118.8826675,3.58,2.86,ml,39,94,0.05572,0.05,nc,nc72865221,2017-08-12T21:25:04.147Z,"13km SE of Mammoth Lakes, California",earthquake,0.2,0.5,0.382,7,automatic,nc,nc
2017-08-09T22:03:17.330Z,-3.7161,-74.0341,10,4.2,mb,,52,4.141,0.82,us,us2000a83f,2017-08-22T22:05:01.040Z,"87km W of Iquitos, Peru",earthquake,3.9,1.9,0.199,7,reviewed,us,us
2017-08-09T22:01:08.320Z,51.2183,-178.5139,42.7,3.8,mb,,208,0.566,1.05,us,us2000a6ns,2017-08-22T21:57:13.040Z,"41km E of Amatignak Island, Alaska",earthquake,5,11.5,0.106,23,reviewed,us,us
2017-08-09T21:30:16.360Z,-7.5498,121.8589,8.56,5,mb,,62,1.142,0.5,us,us2000a6mh,2017-08-21T21:12:55.040Z,"106km N of Maurole, Indonesia",earthquake,5.6,3.8,0.067,71,reviewed,us,us
2017-08-09T21:15:30.940Z,37.127,-97.6132,6.08,3.7,mwr,,79,0.01,0.57,us,us2000a6lz,2017-08-21T20:23:17.648Z,"10km N of Caldwell, Kansas",earthquake,2.9,6,0.054,33,reviewed,ismp,us
2017-08-09T21:05:57.870Z,33.3453,103.8816,10,4.6,mb,,47,11.473,0.59,us,us2000a6lx,2017-08-21T19:52:16.040Z,"33km WNW of Yongle, China",earthquake,7.7,1.9,0.066,69,reviewed,us,us
2017-08-09T21:05:09.570Z,19.4978,-64.9245,56,3.42,md,5,294,1.5349,0.24,pr,pr2017221006,2017-08-21T19:18:17.040Z,"127km NNW of Road Town, British Virgin Islands",earthquake,4.61,14.83,0.11,4,reviewed,pr,pr
2017-08-09T20:40:50.170Z,34.2396667,-116.8856667,7.65,3.49,mw,137,23,0.0368,0.14,ci,ci37730031,2017-08-26T03:55:20.873Z,"2km E of Big Bear Lake, CA",earthquake,0.08,0.26,,4,reviewed,ci,ci
2017-08-09T20:40:40.299Z,55.0799,-161.3513,68,2.6,ml,,,,0.42,ak,ak16490057,2017-08-14T03:52:29.723Z,"61km WSW of Sand Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-08-09T19:35:49.482Z,52.4695,-169.0244,25.6,3.1,ml,,,,0.84,ak,ak16489957,2017-08-14T03:52:27.350Z,"53km SSW of Nikolski, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-08-09T19:24:15.090Z,-19.8167,-178.0427,583.89,4.7,mb,,73,4.234,1.11,us,us2000a6jv,2017-08-09T20:06:03.040Z,"115km NE of Ndoi Island, Fiji",earthquake,12.4,6.5,0.035,248,reviewed,us,us
2017-08-09T18:25:45.460Z,-17.7466,-178.734,534.6,4.4,mb,,112,3.062,1.01,us,us2000a6it,2017-08-09T18:47:54.040Z,"248km SE of Lambasa, Fiji",earthquake,12.9,8.7,0.063,73,reviewed,us,us
2017-08-09T16:50:31.400Z,-10.0844,113.1818,34.2,4.2,mb,,91,1.868,1.17,us,us2000a83d,2017-08-17T02:09:59.040Z,"190km SSW of Sarongan, Indonesia",earthquake,7.9,7.3,0.177,9,reviewed,us,us
2017-08-09T16:47:14.710Z,52.3818,-169.1545,35,3,ml,,204,0.533,0.86,us,us2000a6qw,2017-08-17T02:03:48.040Z,"64km SSW of Nikolski, Alaska",earthquake,4.1,2,0.148,6,reviewed,us,us
2017-08-09T16:05:35.020Z,23.4812,121.5155,25.43,4.4,mb,,100,0.219,0.8,us,us2000a6f1,2017-08-17T01:51:15.040Z,"55km S of Hualian, Taiwan",earthquake,2.3,5.5,0.085,40,reviewed,us,us
2017-08-09T15:47:51.960Z,44.3838,82.7029,10,4.4,mb,,111,2.427,0.85,us,us2000a6eh,2017-08-17T01:36:59.373Z,"98km S of Dostyq, Kazakhstan",earthquake,8.3,1.9,0.189,8,reviewed,us,us
2017-08-09T15:24:04.470Z,-30.7124,-177.9819,35,4.4,mb,,178,1.463,0.45,us,us2000a83c,2017-08-17T01:01:53.040Z,"118km NE of L'Esperance Rock, New Zealand",earthquake,14.6,1.9,0.154,12,reviewed,us,us
2017-08-09T14:49:31.110Z,46.944,-112.718,13.81,2.53,ml,20,120,0.043,0.16,mb,mb80242634,2017-08-09T17:03:58.056Z,"3km WSW of Lincoln, Montana",earthquake,0.4,0.46,0.281,16,reviewed,mb,mb
2017-08-09T14:38:43.770Z,55.5056,166.4636,10,4.7,mb,,119,5.211,0.76,us,us2000a6du,2017-08-27T06:26:16.040Z,"45km NE of Nikol'skoye, Russia",earthquake,9.3,1.9,0.073,56,reviewed,us,us
2017-08-09T14:24:42.200Z,-16.2376,167.8287,197.95,4.8,mb,,139,4.549,1.06,us,us2000a6dp,2017-08-27T06:24:32.040Z,"46km ESE of Lakatoro, Vanuatu",earthquake,9,8.9,0.114,24,reviewed,us,us
2017-08-09T14:02:44.670Z,52.3187,-168.994,26,2.6,ml,,,,0.76,us,us2000a6pi,2017-08-27T06:19:57.040Z,"69km S of Nikolski, Alaska",earthquake,5.4,9.6,,,reviewed,ak,ak
2017-08-09T13:52:38.060Z,52.3553,-168.9652,21.3,4,mb,,,,1.43,us,us2000a6ph,2017-08-27T06:16:19.040Z,"65km S of Nikolski, Alaska",earthquake,6.1,6.8,0.122,18,reviewed,ak,us
2017-08-09T13:49:28.150Z,52.45,-169.0234,24,4.8,mb,,,,1.5,us,us2000a6d9,2017-08-27T06:14:45.040Z,"55km S of Nikolski, Alaska",earthquake,6.5,5.2,0.07,62,reviewed,ak,us
2017-08-09T13:01:15.660Z,18.7036,-65.8933,50,2.72,md,4,293,0.4335,0.18,pr,pr2017221004,2017-08-09T23:19:50.277Z,"30km N of Loiza, Puerto Rico",earthquake,3.07,4.5,0.09,2,reviewed,pr,pr
2017-08-09T11:46:17.400Z,-7.5382,119.3372,273.19,4.1,mb,,84,3.071,0.69,us,us2000a6cc,2017-08-09T12:23:46.040Z,"95km NNE of Sangiang, Indonesia",earthquake,10.6,11.3,0.117,20,reviewed,us,us
2017-08-09T10:50:11.390Z,-19.4594,169.7424,35.41,4.6,mb,,89,2.573,0.69,us,us2000a6bn,2017-08-09T11:22:26.040Z,"50km ENE of Isangel, Vanuatu",earthquake,9,8.5,0.112,24,reviewed,us,us
2017-08-09T10:36:39.130Z,-24.3213,-67.4172,195.49,4.2,mb,,145,1.531,0.91,us,us2000a6be,2017-08-09T10:57:08.040Z,"112km W of San Antonio de los Cobres, Argentina",earthquake,11.2,12.7,0.237,6,reviewed,us,us
2017-08-09T09:05:13.650Z,14.5085,-92.6309,38.08,4.1,mb,,199,0.906,0.46,us,us2000a6au,2017-08-12T13:15:58.642Z,"32km SW of Puerto Madero, Mexico",earthquake,9,15.9,0.081,41,reviewed,us,us
2017-08-09T08:21:16.697Z,61.6463,-147.0399,24.9,2.8,ml,,,,0.68,ak,ak16489294,2017-08-14T03:56:06.816Z,"68km NNW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-08-09T07:47:02.850Z,0.6384,126.2892,43.4,4.7,mb,,54,1.085,0.44,us,us2000a69t,2017-08-09T08:08:08.040Z,"121km W of Kota Ternate, Indonesia",earthquake,5.1,11,0.112,24,reviewed,us,us
2017-08-09T07:19:12.721Z,52.1926,-168.9514,13.1,2.5,ml,,,,0.81,ak,ak16489219,2017-08-14T03:51:56.023Z,"83km S of Nikolski, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2017-08-09T07:13:36.520Z,36.2303,-98.4112,5,3.2,mb_lg,,19,0.222,0.62,us,us2000a69j,2017-08-11T03:20:43.043Z,"7km SE of Fairview, Oklahoma",earthquake,1.9,2,0.05,104,reviewed,us,us
2017-08-09T06:57:55.520Z,-20.0159,-173.2339,10,5,mb,,74,3.255,1.27,us,us2000a69d,2017-08-09T07:16:25.040Z,"119km ESE of Pangai, Tonga",earthquake,9.5,1.9,0.087,42,reviewed,us,us
2017-08-09T06:35:24.604Z,52.4728,-169.0426,25.7,2.5,ml,,,,0.43,ak,ak16489196,2017-08-14T03:51:52.785Z,"53km SSW of Nikolski, Alaska",earthquake,,5.8,,,reviewed,ak,ak
2017-08-09T06:28:23.131Z,53.6335,-164.2547,27.3,3.3,ml,,,,0.47,ak,ak16489189,2017-08-14T03:51:51.886Z,"114km ESE of Akutan, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2017-08-09T05:58:07.618Z,52.414,-169.0356,25.7,3.3,ml,,,,0.59,ak,ak16489120,2017-08-14T03:51:50.506Z,"59km S of Nikolski, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2017-08-09T05:48:29.050Z,52.5437,-169.2016,41.46,5.3,mb,,136,0.506,1.04,us,us2000a690,2017-08-14T03:59:20.374Z,"49km SSW of Nikolski, Alaska",earthquake,9,7.1,0.026,503,reviewed,us,us
2017-08-09T05:40:42.100Z,52.5671,-169.1886,47.07,5.3,mb,,139,0.5,0.8,us,us2000a68x,2017-08-09T18:51:54.040Z,"46km SSW of Nikolski, Alaska",earthquake,3.3,6.5,0.025,522,reviewed,us,us
2017-08-09T05:22:42.150Z,44.3329,82.8448,20.08,4.7,mb,,76,2.491,0.81,us,us2000a68v,2017-08-09T05:41:05.040Z,"106km SSE of Dostyq, Kazakhstan",earthquake,7.2,5.4,0.064,75,reviewed,us,us
2017-08-09T04:29:04.315Z,52.4036,-169.0335,25.7,3.9,ml,,,,0.59,ak,ak16488920,2017-08-14T03:51:46.621Z,"60km S of Nikolski, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-08-09T04:16:11.440Z,46.897,-112.5236667,14.47,2.5,ml,20,93,0.024,0.2,mb,mb80242484,2017-08-09T17:04:16.348Z,"13km ESE of Lincoln, Montana",earthquake,0.64,0.38,0.264,14,reviewed,mb,mb
2017-08-09T02:17:03.920Z,33.2437,103.807,10,4.8,mb,,35,11.385,0.95,us,us2000a67c,2017-08-16T02:20:16.040Z,"39km W of Yongle, China",earthquake,7,1.8,0.057,96,reviewed,us,us
2017-08-09T01:58:46.030Z,38.5537,44.2475,10,4,mb,,64,1.637,1.28,us,us2000a672,2017-08-16T02:11:25.040Z,"12km SSE of Saray, Turkey",earthquake,4.8,1.9,0.104,25,reviewed,us,us
2017-08-09T01:46:36.900Z,-35.1132,-71.942,45.58,4.5,mwr,,71,0.776,0.78,us,us2000a66s,2017-08-16T02:01:40.188Z,"43km NW of Talca, Chile",earthquake,4.9,5.8,0.06,27,reviewed,us,us
2017-08-09T01:39:58.470Z,17.9763,-65.3881,13,2.77,md,6,233,0.2041,0.23,pr,pr2017221001,2017-08-09T04:46:22.866Z,"15km SSE of Esperanza, Puerto Rico",earthquake,2.68,0.86,0.17,4,reviewed,pr,pr
2017-08-09T01:32:51.880Z,33.4902,103.6565,10,4.4,mb,,130,12.95,0.74,us,us2000a82n,2017-08-16T01:57:31.040Z,"51km SW of Dayu, China",earthquake,15,2,0.11,24,reviewed,us,us
2017-08-09T01:22:18.110Z,33.2853,104.3761,10,4.2,mb,,76,11.606,0.83,us,us2000a82i,2017-08-16T01:50:16.040Z,"11km NNW of Zhongzhai, China",earthquake,7.9,1.8,0.141,14,reviewed,us,us
2017-08-09T00:48:25.560Z,51.5685,-178.5382,17.08,3.1,ml,,187,0.241,1.23,us,us2000a7ws,2017-08-16T01:42:12.040Z,"44km SW of Tanaga Volcano, Alaska",earthquake,3.9,6.3,,,reviewed,us,ak
2017-08-09T00:40:20.870Z,44.2188,82.893,10,4.4,mb,,168,2.609,0.64,us,us2000a66f,2017-08-16T01:38:16.247Z,"119km SSE of Dostyq, Kazakhstan",earthquake,8.8,1.9,0.101,28,reviewed,us,us
2017-08-09T00:29:05.050Z,33.2638,103.7895,10,4.8,mb,,52,11.376,0.95,us,us2000a82j,2017-08-16T01:15:25.040Z,"41km W of Yongle, China",earthquake,9.1,1.8,0.061,82,reviewed,us,us
2017-08-09T00:22:37.160Z,44.3734,82.8213,10,4.5,mb,,62,2.449,0.8,us,us2000a664,2017-08-16T01:27:42.040Z,"101km SSE of Dostyq, Kazakhstan",earthquake,7.3,1.8,0.065,69,reviewed,us,us
2017-08-09T00:10:13.200Z,33.1516,103.9112,10,4.4,mb,,76,11.448,0.97,us,us2000a82k,2017-08-16T01:24:25.040Z,"32km WSW of Yongle, China",earthquake,10.1,1.9,0.149,13,reviewed,us,us
2017-08-08T23:44:31.400Z,44.359,82.7899,10,5.3,mb,,31,2.46,0.72,us,us2000a65m,2017-08-16T01:21:55.769Z,"102km SSE of Dostyq, Kazakhstan",earthquake,3.2,1.8,0.043,179,reviewed,us,us
2017-08-08T23:44:25.500Z,35.8619,-96.6837,6.602,2.9,ml,,71,,0.26,us,us2000a65j,2017-08-15T22:51:36.060Z,"12km N of Stroud, Oklahoma",earthquake,1.3,2.6,,,reviewed,tul,tul
2017-08-08T23:41:28.540Z,17.9651,-65.4618,16,3.21,md,16,211,0.1602,0.19,pr,pr2017220006,2017-08-09T21:01:19.040Z,"16km S of Esperanza, Puerto Rico",earthquake,1.15,0.65,0.19,6,reviewed,pr,pr
2017-08-08T23:39:18.590Z,44.3249,82.742,10,5.2,mb,,56,2.489,0.95,us,us2000a65g,2017-08-16T01:19:18.040Z,"105km S of Dostyq, Kazakhstan",earthquake,7.6,1.8,0.093,38,reviewed,us,us
2017-08-08T23:38:37.162Z,61.4174,-144.3291,24,2.8,ml,,,,0.84,ak,ak16488594,2017-08-08T23:49:02.410Z,"12km SSE of Chitina, Alaska",earthquake,,1,,,automatic,ak,ak
