time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-08-20T19:28:47.900Z,-23.0064,-66.3414,227.36,4.3,mb,,120,1.694,1.13,us,us2000a9z4,2017-08-20T19:56:26.040Z,"70km WNW of El Aguilar, Argentina",earthquake,5.7,9.7,0.238,5,reviewed,us,us
2017-08-20T19:23:27.800Z,44.808,-111.0851667,9.83,2.61,ml,17,154,0.01925,0.13,uu,uu60227227,2017-08-22T19:19:48.060Z,"16km N of West Yellowstone, Montana",earthquake,0.53,0.72,0.184,8,reviewed,uu,uu
2017-08-20T18:49:56.170Z,35.8619,-96.6856,4.83,2.7,mb_lg,,65,0.114,0.19,us,us2000a9yw,2017-08-21T02:11:54.459Z,"12km N of Stroud, Oklahoma",earthquake,1.2,6,0.059,75,reviewed,us,us
2017-08-20T18:49:37.020Z,17.9428,-68.2138,64,3.85,md,18,256,0.5952,0.33,pr,pr2017232003,2017-08-20T19:45:37.040Z,"55km ESE of Boca de Yuma, Dominican Republic",earthquake,3.22,3.41,0.27,16,reviewed,pr,pr
2017-08-20T18:27:42.620Z,40.3771667,-122.1753333,13.14,2.77,md,27,53,0.1363,0.22,nc,nc72872780,2017-08-25T03:02:02.652Z,"9km E of Cottonwood, California",earthquake,0.34,1.27,0.19,46,reviewed,nc,nc
2017-08-20T18:01:21.920Z,45.0823333,-117.1326667,1.99,2.95,ml,10,213,0.2607,0.77,uw,uw61296227,2017-08-20T20:35:44.457Z,"31km SSE of Joseph, Oregon",earthquake,3.16,4.64,0.237,8,reviewed,uw,uw
2017-08-20T17:42:15.310Z,-13.7594,-75.7719,71.07,5.1,mb,,153,2.047,1.02,us,us2000a9yf,2017-08-22T20:47:13.040Z,"28km N of Subtanjalla, Peru",earthquake,10.4,11.8,0.121,22,reviewed,us,us
2017-08-20T17:00:40.190Z,61.0366,-149.9797,31.1,2.8,ml,,,,0.75,ak,ak16586988,2017-08-21T21:30:58.981Z,"20km SSW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-08-20T17:00:05.350Z,27.0278,127.3294,95.07,4.7,mb,,59,0.863,1.11,us,us2000a9yh,2017-08-20T18:02:52.944Z,"80km NW of Nago, Japan",earthquake,6.6,5.3,0.069,64,reviewed,us,us
2017-08-20T16:33:01.233Z,60.2122,-139.5646,0.1,3.5,ml,,,,0.71,ak,ak16586975,2017-08-20T16:39:25.390Z,"74km N of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-08-20T16:33:00.646Z,60.0687,-139.4458,18.5,3.4,ml,,,,0.93,ak,ak16586971,2017-08-20T22:55:00.816Z,"60km NNE of Yakutat, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-08-20T16:07:57.000Z,45.0738333,-117.1306667,1.26,2.49,ml,7,214,0.2539,0.69,uw,uw61296192,2017-08-20T17:17:55.040Z,"32km SSE of Joseph, Oregon",earthquake,2.71,4.89,0.207,6,reviewed,uw,uw
2017-08-20T15:39:20.350Z,12.3916,-86.7695,163.75,4.9,mb,,126,0.128,0.73,us,us2000a9xx,2017-08-20T16:44:09.040Z,"11km WNW of La Paz Centro, Nicaragua",earthquake,7.3,5,0.032,302,reviewed,us,us
2017-08-20T15:13:20.450Z,-20.3232,-68.8835,95.1,4.5,mwr,,33,0.311,1.11,us,us2000a9xt,2017-08-20T16:43:02.040Z,"132km E of Iquique, Chile",earthquake,5.2,5.4,,,reviewed,us,guc
2017-08-20T14:48:24.410Z,13.6571,144.9572,101.86,4.2,mb,,87,0.109,0.57,us,us2000aa0m,2017-08-21T13:06:02.590Z,"15km NNE of Yigo Village, Guam",earthquake,13.6,5,0.105,25,reviewed,us,us
2017-08-20T13:14:00.240Z,38.8183327,-122.7613297,1.74,2.75,md,48,36,0.01385,0.05,nc,nc72872475,2017-08-22T21:35:10.356Z,"3km W of Cobb, California",earthquake,0.14,0.22,0.15,40,automatic,nc,nc
2017-08-20T10:09:07.160Z,-16.4228,169.9412,25.24,4.8,mb,,71,5.031,0.73,us,us2000a9xa,2017-08-20T10:37:32.040Z,"225km NE of Port-Vila, Vanuatu",earthquake,5.8,4.7,0.053,109,reviewed,us,us
2017-08-20T07:12:21.570Z,46.8865,-112.6176,11.28,3.6,ml,,91,0.071,0.41,us,us2000a9wb,2017-08-22T17:44:02.876Z,"9km SSE of Lincoln, Montana",earthquake,6.6,5.2,0.052,48,reviewed,us,us
2017-08-20T06:15:46.530Z,-25.4873,-70.9022,36.3,4,mwr,,146,0.712,0.87,us,us2000a9vx,2017-08-20T07:00:01.040Z,"43km WSW of Taltal, Chile",earthquake,5.6,7.6,0.052,36,reviewed,us,us
2017-08-20T05:54:58.370Z,17.7877,-103.251,10,4.4,mb,,222,4.156,1.42,us,us2000a9vi,2017-08-20T06:31:53.040Z,"109km WSW of La Orilla, Mexico",earthquake,10,2,0.047,128,reviewed,us,us
2017-08-20T04:47:32.050Z,40.2595,143.7867,10,4.7,mb,,149,1.817,0.72,us,us2000a9v4,2017-08-20T05:34:54.040Z,"171km ENE of Miyako, Japan",earthquake,7.7,1.9,0.08,47,reviewed,us,us
2017-08-20T01:06:21.470Z,-4.1372,103.7181,40.62,4.6,mb,,77,0.792,1,us,us2000a9u0,2017-08-20T02:59:15.692Z,"24km SSW of Tanjungagung, Indonesia",earthquake,2.1,7.1,0.097,32,reviewed,us,us
2017-08-20T00:26:08.990Z,37.532,-118.842,0.44,2.73,md,9,294,0.05882,0.04,nc,nc72872025,2017-08-23T20:55:03.010Z,"17km SE of Mammoth Lakes, California",earthquake,3.01,8.07,0.071,7,reviewed,nc,nc
2017-08-20T00:26:00.380Z,37.5316658,-118.8411636,-0.65,2.87,md,36,98,0.05904,0.04,nc,nc72872015,2017-08-22T13:52:06.017Z,"17km SE of Mammoth Lakes, California",earthquake,0.23,3.11,0.14,30,automatic,nc,nc
2017-08-19T23:56:22.045Z,59.1937,-147.0038,24.1,3,ml,,,,0.59,ak,ak16580332,2017-08-20T00:06:51.687Z,"46km SW of Middleton Island, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-08-19T21:49:20.550Z,18.847,-64.4411,24,3.13,md,4,324,1.3406,0.38,pr,pr2017231008,2017-08-20T00:28:49.128Z,"51km NNE of Road Town, British Virgin Islands",earthquake,4.16,30.16,0.19,3,reviewed,pr,pr
2017-08-19T21:38:04.670Z,9.9346,-83.6158,20.88,4.3,mb,,49,0.164,0.66,us,us2000aa09,2017-08-25T00:50:58.040Z,"8km ENE of Turrialba, Costa Rica",earthquake,2.9,4.4,0.189,8,reviewed,us,us
2017-08-19T21:32:30.560Z,40.3818333,-121.6715,4.03,2.52,md,19,55,0.1005,0.09,nc,nc72871960,2017-08-23T20:25:02.925Z,"22km ESE of Shingletown, California",earthquake,0.27,0.94,0.152,29,reviewed,nc,nc
2017-08-19T21:21:51.780Z,-21.1004,-178.808,594.96,4.4,mb,,104,4.462,0.77,us,us2000a9sn,2017-08-19T21:41:33.040Z,"51km SSW of Ndoi Island, Fiji",earthquake,11.2,7.6,0.056,92,reviewed,us,us
2017-08-19T20:59:02.050Z,-21.0862,-178.7901,591.4,4.6,mb,,99,4.463,0.83,us,us2000a9sj,2017-08-26T03:07:51.040Z,"49km S of Ndoi Island, Fiji",earthquake,11,6.6,0.053,106,reviewed,us,us
2017-08-19T20:51:11.620Z,19.6533,-64.1106,24,3.48,md,9,323,2.1214,0.36,pr,pr2017231007,2017-08-26T02:31:51.040Z,"163km NNW of The Valley, Anguilla",earthquake,4.29,30.57,0.34,3,reviewed,pr,pr
2017-08-19T20:26:50.420Z,18.0301,-79.7787,10,4.7,mb,,39,2.143,0.76,us,us2000a9s3,2017-08-20T15:05:33.040Z,"153km W of Negril, Jamaica",earthquake,7,1.9,0.042,168,reviewed,us,us
2017-08-19T20:11:15.990Z,-0.4719,127.4541,123.07,4.4,mb,,88,1.238,0.51,us,us2000a9s2,2017-08-26T03:17:02.040Z,"100km NNW of Laiwui, Indonesia",earthquake,5,6.3,0.083,42,reviewed,us,us
2017-08-19T18:38:23.340Z,1.7018,127.3396,10,4.5,mb,,116,0.924,1.16,us,us2000a9rx,2017-08-22T16:53:44.040Z,"74km W of Tobelo, Indonesia",earthquake,3.6,1.9,0.082,44,reviewed,us,us
2017-08-19T16:52:36.380Z,18.1553,-64.888,20,2.56,md,3,233,0.667,0.24,pr,pr2017231006,2017-08-19T20:10:07.147Z,"21km SSE of Charlotte Amalie, U.S. Virgin Islands",earthquake,6.25,18.08,0.14,3,reviewed,pr,pr
2017-08-19T16:14:55.940Z,56.1298,163.8316,39.68,4.5,mb,,92,4.332,0.84,us,us2000a9rg,2017-08-19T17:04:20.040Z,"84km E of Ust'-Kamchatsk Staryy, Russia",earthquake,3.7,7.5,0.051,111,reviewed,us,us
2017-08-19T14:04:27.881Z,58.5147,-155.531,124.9,3.1,ml,,,,0.88,ak,ak16574712,2017-08-19T14:11:40.767Z,"68km ESE of King Salmon, Alaska",earthquake,,2,,,automatic,ak,ak
2017-08-19T14:04:23.711Z,58.4131,-155.6105,173.4,2.9,ml,,,,0.83,ak,ak16574704,2017-08-19T14:18:33.107Z,"68km ESE of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-08-19T13:07:48.600Z,19.2263,-66.2736,40,3.33,md,15,247,0.9367,0.36,pr,pr2017231005,2017-08-19T20:13:49.188Z,"84km N of Dorado, Puerto Rico",earthquake,2.28,11.7,0.31,14,reviewed,pr,pr
2017-08-19T12:51:12.540Z,48.1621667,-122.6871667,26.4,2.72,ml,44,45,0.1322,0.15,uw,uw61295597,2017-08-25T08:40:33.040Z,"6km S of Coupeville, Washington",earthquake,0.23,0.6,0.217,36,reviewed,uw,uw
2017-08-19T12:22:57.660Z,18.5555,-67.3935,24,3.03,md,17,262,0.1913,0.18,pr,pr2017231004,2017-08-25T08:38:42.040Z,"22km NW of Rincon, Puerto Rico",earthquake,0.87,1.65,0.27,16,reviewed,pr,pr
2017-08-19T11:36:06.970Z,-18.6191,169.8081,89.4,4.6,mb,,147,3.234,0.95,us,us2000abb2,2017-08-25T08:26:49.040Z,"117km NNE of Isangel, Vanuatu",earthquake,13.3,9.4,0.116,22,reviewed,us,us
2017-08-19T09:22:18.640Z,18.2888,-66.3445,35,2.7,md,15,161,0.2507,0.28,pr,pr2017231002,2017-08-19T10:18:58.256Z,"6km SSW of Corozal, Puerto Rico",earthquake,1.24,1.6,0.23,12,reviewed,pr,pr
2017-08-19T09:04:12.290Z,12.2948,-88.4252,31.01,4.2,mb,,188,1.591,0.91,us,us2000a9qb,2017-08-19T12:04:55.683Z,"107km SSW of Chirilagua, El Salvador",earthquake,8.3,10.9,0.088,36,reviewed,us,us
2017-08-19T09:00:00.580Z,18.261,-66.3536,32,3.07,md,14,152,0.2396,0.35,pr,pr2017231001,2017-08-19T09:24:52.178Z,"9km SSW of Corozal, Puerto Rico",earthquake,1.26,1.94,0.2,12,reviewed,pr,pr
2017-08-19T08:14:58.920Z,30.2338,142.2998,10,4.7,mb,,126,3.128,0.58,us,us2000a9q8,2017-08-19T08:34:20.040Z,"Izu Islands, Japan region",earthquake,8.6,1.9,0.078,49,reviewed,us,us
2017-08-19T07:39:36.560Z,-40.3685,176.1368,36.18,4.4,mb,,93,0.321,0.66,us,us2000a9q1,2017-08-20T07:12:50.804Z,"44km E of Palmerston North, New Zealand",earthquake,4.2,9.3,0.179,9,reviewed,us,us
2017-08-19T07:36:39.420Z,55.3206,-156.8801,9.2,4.3,mwr,,,,0.76,us,us2000a9q0,2017-08-19T21:11:58.044Z,"97km SW of Chirikof Island, Alaska",earthquake,7,6.1,0.039,62,reviewed,ak,us
2017-08-19T07:33:44.860Z,-55.5943,-29.2735,10,5.1,mb,,67,9.648,0.75,us,us2000a9q2,2017-08-19T07:49:22.040Z,"178km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,1.9,0.082,48,reviewed,us,us
2017-08-19T06:35:51.270Z,19.9838,-154.0012,30.142,4.1,ml,,305,0.974,0.61,us,us2000a9pz,2017-08-20T20:40:30.100Z,"107km ENE of Hawaiian Beaches, Hawaii",earthquake,7.9,9.2,0.148,24,reviewed,hv,hv
2017-08-19T06:30:10.010Z,6.1617,146.6115,23.71,4.9,mb,,42,7.577,0.64,us,us2000a9pw,2017-08-19T06:51:31.040Z,"142km SSW of Satawal, Micronesia",earthquake,9.7,5,0.063,78,reviewed,us,us
2017-08-19T05:42:17.620Z,14.602,-90.693,198.42,4.4,mb,,135,0.973,0.61,us,us2000a9ps,2017-08-19T06:11:21.040Z,"1km WSW of San Bartolome Milpas Altas, Guatemala",earthquake,9.6,10,0.102,28,reviewed,us,us
2017-08-19T03:22:31.680Z,-10.6409,-78.8514,56.32,4.6,mb,,174,2.382,0.92,us,us2000a9pc,2017-08-19T03:42:28.040Z,"99km SW of Huarmey, Peru",earthquake,9.3,6.7,0.076,54,reviewed,us,us
2017-08-19T03:16:03.330Z,81.1734,-2.0467,10,4.7,mb,,86,3.314,1.39,us,us2000a9pa,2017-08-19T03:30:29.040Z,"267km E of Nord, Greenland",earthquake,8.5,1.7,0.046,142,reviewed,us,us
2017-08-19T02:00:52.040Z,-17.9654,-178.8503,538.62,6.4,mww,,40,8.537,0.97,us,us2000a9n1,2017-08-19T15:14:03.040Z,"254km SE of Lambasa, Fiji",earthquake,9.9,5.5,0.049,40,reviewed,us,us
2017-08-19T00:40:45.870Z,-0.2597,125.6993,61.64,4.3,mb,,71,1.957,0.93,us,us2000a9mt,2017-08-19T01:10:32.040Z,"173km NNE of Dofa, Indonesia",earthquake,7.4,9,0.116,21,reviewed,us,us
2017-08-18T23:57:25.230Z,35.0873333,-118.2935,5.62,2.72,ml,58,39,0.1043,0.15,ci,ci37977752,2017-08-23T08:44:02.768Z,"12km WNW of Mojave, CA",earthquake,0.13,0.6,0.199,155,reviewed,ci,ci
2017-08-18T21:54:10.390Z,36.3314,-96.981,1.57,2.7,mb_lg,,30,0.029,0.27,us,us2000a9l5,2017-08-19T13:17:13.972Z,"15km W of Pawnee, Oklahoma",earthquake,1.2,2.3,0.067,58,reviewed,us,us
2017-08-18T21:00:49.070Z,-6.253,128.0446,12.7,5.5,mww,,46,3.658,0.75,us,us2000a9k7,2017-08-18T23:04:05.596Z,"279km S of Amahusu, Indonesia",earthquake,6.6,3.5,0.056,31,reviewed,us,us
2017-08-18T20:31:50.860Z,-45.5227,-76.6367,10,5.1,mww,,103,2.584,1.08,us,us2000a9je,2017-08-19T17:51:32.040Z,"298km W of Puerto Chacabuco, Chile",earthquake,9,1.9,0.083,14,reviewed,us,us
2017-08-18T20:26:58.243Z,57.4362,-154.2919,26.1,2.7,ml,,,,0.45,ak,ak16561126,2017-08-19T17:28:09.040Z,"25km WSW of Larsen Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-08-18T20:13:00.720Z,18.9466,-66.3118,42,4.8,mb,27,207,0.6402,0.4,pr,pr2017230012,2017-08-23T02:13:14.398Z,"49km N of Brenas, Puerto Rico",earthquake,1.69,5.21,0.44,21,reviewed,pr,pr
2017-08-18T19:53:11.910Z,36.5768,71.1992,233.47,4.2,mb,,56,0.741,0.82,us,us2000a9im,2017-08-19T17:05:23.040Z,"32km WSW of Ashkasham, Afghanistan",earthquake,6.3,5.8,0.062,72,reviewed,us,us
2017-08-18T19:06:53.740Z,17.8723,-66.9535,5,2.85,md,13,229,0.1268,0.48,pr,pr2017230010,2017-08-20T21:39:06.361Z,"12km SSW of Guanica, Puerto Rico",earthquake,2.24,0.99,0.22,8,reviewed,pr,pr
2017-08-18T18:52:24.630Z,-29.466,-176.1449,10,5.2,mb,,37,1.572,0.96,us,us2000a9i5,2017-08-19T15:33:15.040Z,"171km E of Raoul Island, New Zealand",earthquake,7.3,1.7,0.04,208,reviewed,us,us
2017-08-18T15:44:40.730Z,37.5485001,-118.8860016,2.9,2.62,md,36,96,0.06763,0.04,nc,nc72871145,2017-08-19T09:31:38.129Z,"13km SE of Mammoth Lakes, California",earthquake,0.22,0.65,0.2,32,automatic,nc,nc
2017-08-18T15:35:55.950Z,-1.3311,-14.5985,10,4.8,mb,,87,6.562,1.1,us,us2000a9eu,2017-08-18T16:11:37.040Z,"North of Ascension Island",earthquake,11.3,1.9,0.085,43,reviewed,us,us
2017-08-18T15:30:03.380Z,34.9921,-104.3461,5,2.8,mb_lg,,93,1.652,0.83,us,us2000a9ep,2017-08-18T16:05:20.040Z,"31km E of Santa Rosa, New Mexico",earthquake,3.1,2,0.059,75,reviewed,us,us
2017-08-18T15:27:25.750Z,17.8776,-66.9551,6,2.65,md,11,249,0.1236,0.47,pr,pr2017230011,2017-08-19T00:08:41.614Z,"11km SSW of Guanica, Puerto Rico",earthquake,2.42,0.93,0.08,5,reviewed,pr,pr
2017-08-18T15:18:21.070Z,36.4465,-89.5915,12.57,3.18,md,73,28,0.02964,0.11,nm,nm60177702,2017-08-22T18:36:19.336Z,"10km ENE of Portageville, Missouri",earthquake,0.12,0.21,0.094,55,reviewed,nm,nm
2017-08-18T15:16:57.710Z,-24.3496,179.6549,508.89,4.5,mb,,159,6.739,0.84,us,us2000a9ej,2017-08-18T16:20:28.040Z,"South of the Fiji Islands",earthquake,14.1,8.3,0.077,50,reviewed,us,us
2017-08-18T14:36:28.760Z,-14.7948,-71.1444,158.16,4.6,mb,,80,3.206,1.36,us,us2000a9dc,2017-08-25T08:22:19.040Z,"33km S of Layo, Peru",earthquake,9.8,7.5,0.095,33,reviewed,us,us
2017-08-18T14:36:28.720Z,38.0613327,-118.9219971,7.8,2.45,ml,45,90,0.1878,0.06,nc,nc72871115,2017-08-18T16:31:05.838Z,"34km SE of Bridgeport, California",earthquake,0.24,1.6,0.524,5,automatic,nc,nc
2017-08-18T14:35:48.500Z,-12.6244,166.7652,133.96,4.3,mb,,160,8.12,0.89,us,us2000aazz,2017-08-25T08:15:13.040Z,"163km NNW of Sola, Vanuatu",earthquake,15.7,9.5,0.161,11,reviewed,us,us
2017-08-18T14:10:48.330Z,36.8654,27.5525,7.14,4.2,mb,,49,0.795,0.64,us,us2000a9d4,2017-08-25T08:12:27.996Z,"18km NW of Datca, Turkey",earthquake,3.9,7.2,0.121,19,reviewed,us,us
2017-08-18T14:07:52.040Z,35.9839,-97.2213,7.4,2.5,mb_lg,,28,0.094,0.46,us,us2000a9cz,2017-08-25T08:07:29.040Z,"5km NE of Langston, Oklahoma",earthquake,1.3,6,0.072,50,reviewed,us,us
2017-08-18T12:54:58.280Z,-5.5788,153.0211,35,4.5,mb,,91,6.645,0.98,us,us2000a9cj,2017-08-18T14:17:57.040Z,"122km S of Taron, Papua New Guinea",earthquake,5.6,2,0.069,62,reviewed,us,us
2017-08-18T12:47:33.410Z,36.8911,27.574,10,4.2,mb,,37,0.807,0.75,us,us2000a9cf,2017-08-19T04:26:37.867Z,"19km NNW of Datca, Turkey",earthquake,4.6,1.9,0.086,38,reviewed,us,us
2017-08-18T11:44:46.785Z,60.7612,-152.1739,92.4,3.1,ml,,,,0.61,ak,ak16554557,2017-08-18T18:25:53.557Z,"43km NE of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-08-18T11:01:22.840Z,-20.2043,-175.9385,238.18,4.4,mb,,101,5.775,0.84,us,us2000a9by,2017-08-18T12:00:42.040Z,"128km NW of Nuku`alofa, Tonga",earthquake,11.3,9.5,0.101,28,reviewed,us,us
2017-08-18T10:53:51.210Z,26.0204,143.8693,10,4.6,mb,,121,1.85,0.59,us,us2000a9bx,2017-08-18T13:21:04.040Z,"202km SE of Chichi-shima, Japan",earthquake,9.3,1.9,0.049,123,reviewed,us,us
2017-08-18T10:18:44.210Z,31.7612,46.0916,10,4.7,mb,,77,3.894,0.7,us,us2000a9bq,2017-08-18T13:45:23.219Z,"39km NNW of Ash Shatrah, Iraq",earthquake,8.2,1.8,0.055,102,reviewed,us,us
2017-08-18T09:52:08.100Z,18.893,-67.325,8,2.84,md,7,297,0.4762,0.4,pr,pr2017230008,2017-08-18T12:12:27.137Z,"50km NNW of San Antonio, Puerto Rico",earthquake,1.97,1.81,0.14,6,reviewed,pr,pr
2017-08-18T09:50:22.340Z,18.876,-67.3601,8,2.81,md,4,301,0.4784,0.34,pr,pr2017230007,2017-08-18T20:23:44.352Z,"50km NNW of San Antonio, Puerto Rico",earthquake,2.21,1.23,0.14,4,reviewed,pr,pr
2017-08-18T09:22:33.277Z,61.9984,-147.7243,14.7,3,ml,,,,0.69,ak,ak16553727,2017-08-18T14:57:15.182Z,"63km ENE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-08-18T09:22:33.036Z,62.1894,-147.7587,15.9,3.2,ml,,,,1.41,ak,ak16553734,2017-08-21T10:47:47.374Z,"72km NE of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-08-18T08:10:01.710Z,38.4622,73.3064,143.25,4.2,mb,,79,1.599,0.73,us,us2000a9ax,2017-08-18T08:35:21.040Z,"63km SSW of Karakul, Tajikistan",earthquake,6.8,11.1,0.263,4,reviewed,us,us
2017-08-18T08:07:28.200Z,34.7244,-95.9248,6.25,2.5,mb_lg,,112,0.475,0.32,us,us2000a9av,2017-08-18T19:42:42.289Z,"27km SSW of McAlester, Oklahoma",earthquake,2,7.7,0.082,39,reviewed,us,us
2017-08-18T07:49:24.940Z,18.5833,-65.6748,41,2.82,md,11,200,0.3608,0.22,pr,pr2017230004,2017-08-18T22:38:12.449Z,"20km NNE of Luquillo, Puerto Rico",earthquake,1.68,2.36,0.29,7,reviewed,pr,pr
2017-08-18T06:45:15.610Z,18.984,-66.5945,53,3.13,md,12,259,0.657,0.52,pr,pr2017230005,2017-08-18T20:26:00.467Z,"58km NNE of Arecibo, Puerto Rico",earthquake,3.97,8.73,0.1,9,reviewed,pr,pr
2017-08-18T06:20:32.080Z,55.5337,166.351,10,4.8,mb,,119,5.165,0.67,us,us2000a9ac,2017-08-18T06:33:31.040Z,"44km NNE of Nikol'skoye, Russia",earthquake,11.1,1.9,0.065,73,reviewed,us,us
2017-08-18T05:25:20.040Z,36.4471,-98.7945,7.04,2.7,mb_lg,,81,0.052,0.28,us,us2000a99y,2017-08-18T06:26:04.703Z,"34km NW of Fairview, Oklahoma",earthquake,1.3,4.3,0.084,37,reviewed,us,us
2017-08-18T05:15:15.050Z,17.0418,-100.2634,27.11,5.1,mb,,152,2.498,0.99,us,us2000a99s,2017-08-19T00:59:54.331Z,"8km ESE of Zacualpan, Mexico",earthquake,8.8,5.3,0.034,284,reviewed,us,us
2017-08-18T04:45:16.820Z,60.3154,-146.6152,1.9,2.6,ml,,,,1.21,ak,ak16550564,2017-08-18T05:02:58.844Z,"53km WSW of Cordova, Alaska",earthquake,,1.3,,,automatic,ak,ak
2017-08-18T04:44:36.260Z,58.9911,-136.3938,3.8,4,mb,,,,0.69,us,us2000a99n,2017-08-23T18:15:53.934Z,"60km WSW of Haines, Alaska",earthquake,3.7,1.2,0.096,29,reviewed,ak,us
2017-08-18T04:30:02.100Z,37.5965,37.5693,5.92,4.3,mb,,91,0.511,0.82,us,us2000a99k,2017-08-18T04:54:41.040Z,"21km SSW of Golbasi, Turkey",earthquake,5.8,6.2,0.09,35,reviewed,us,us
2017-08-18T04:22:33.980Z,18.6003,-64.658,21,3.18,md,4,308,1.0263,0.09,pr,pr2017230003,2017-08-18T07:55:42.306Z,"20km NNW of Road Town, British Virgin Islands",earthquake,2.06,7.87,0.07,3,reviewed,pr,pr
2017-08-18T03:46:52.640Z,34.851,24.0404,41.83,4.6,mb,,122,0.822,0.81,us,us2000a999,2017-08-19T22:22:25.040Z,"53km SE of Palaiochora, Greece",earthquake,8.4,8.8,0.076,51,reviewed,us,us
2017-08-18T03:10:05.680Z,38.5818,142.1441,46.72,4.6,mb,,197,1.282,1.33,us,us2000a98x,2017-08-18T04:09:58.040Z,"65km SE of Ofunato, Japan",earthquake,9,9.1,0.122,20,reviewed,us,us
2017-08-18T03:06:58.380Z,18.0843,-67.0881,15,2.58,md,13,114,0.0808,0.32,pr,pr2017230002,2017-08-18T04:00:08.618Z,"0km WSW of Sabana Eneas, Puerto Rico",earthquake,0.63,1.39,0.36,13,reviewed,pr,pr
2017-08-18T02:59:21.830Z,-1.0845,-13.6308,10,6.6,mww,,28,6.841,0.83,us,us2000a98r,2017-08-18T12:24:15.858Z,"North of Ascension Island",earthquake,5.9,1.8,0.06,27,reviewed,us,us
2017-08-18T01:36:12.300Z,18.9745,-66.7938,54,3.04,md,15,239,0.5981,0.49,pr,pr2017230001,2017-08-18T02:40:28.285Z,"54km N of Hatillo, Puerto Rico",earthquake,3.11,6.03,0.22,14,reviewed,pr,pr
2017-08-18T01:26:42.680Z,46.9799,-66.536,9,2.5,mb_lg,,75,0.44,0.75,us,us2000a98e,2017-08-18T04:52:56.137Z,"81km W of Miramichi, Canada",earthquake,1.8,5.3,0.142,13,reviewed,us,us
2017-08-18T01:17:01.830Z,51.2688,178.8344,45.28,4.8,mb,,138,2.571,0.84,us,us2000a98c,2017-08-18T17:40:38.307Z,"79km SSE of Little Sitkin Island, Alaska",earthquake,9.8,7.6,0.034,271,reviewed,us,us
2017-08-18T00:53:54.050Z,-15.4188,-71.2755,150.54,4.4,mb,,122,2.761,1.3,us,us2000a985,2017-08-18T01:14:42.040Z,"16km N of Jayune, Peru",earthquake,9.1,8.3,0.09,36,reviewed,us,us
2017-08-18T00:19:44.630Z,18.4053,-68.8403,126,3.58,md,12,333,0.4716,0.53,pr,pr2017230000,2017-08-18T04:06:30.579Z,"14km E of La Romana, Dominican Republic",earthquake,7.69,2.75,0.21,9,reviewed,pr,pr
2017-08-17T22:30:47.400Z,36.969,-121.457,4.46,2.51,md,70,53,0.04525,0.08,nc,nc72870635,2017-08-24T02:00:02.938Z,"10km ESE of Gilroy, California",earthquake,0.1,0.34,0.14,81,reviewed,nc,nc
2017-08-17T21:13:32.960Z,31.6448333,-115.9235,9.21,3.07,ml,15,163,0.2793,0.13,ci,ci37976712,2017-08-17T21:38:59.741Z,"61km E of Maneadero, B.C., MX",earthquake,0.44,0.58,0.153,84,reviewed,ci,ci
2017-08-17T18:57:07.150Z,17.952,-68.1298,164,3.57,md,16,198,0.6157,0.47,pr,pr2017229007,2017-08-18T01:48:34.119Z,"69km SE of Boca de Yuma, Dominican Republic",earthquake,5.48,1.84,0.26,16,reviewed,pr,pr
2017-08-17T17:33:09.777Z,63.4596,-151.3198,14.2,2.8,ml,,,,0.85,ak,ak16546031,2017-08-17T17:39:47.974Z,"118km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-08-17T14:27:03.770Z,19.4571,-67.9245,73,3.2,md,7,289,1.048,0.82,pr,pr2017229005,2017-08-17T16:54:20.756Z,"109km NNE of Punta Cana, Dominican Republic",earthquake,9.59,19.25,0.25,7,reviewed,pr,pr
2017-08-17T14:10:55.050Z,33.9933333,-116.8011667,16.81,3.14,ml,133,17,0.04207,0.18,ci,ci37976120,2017-08-22T06:40:12.377Z,"8km N of Cabazon, CA",earthquake,0.11,0.26,0.151,297,reviewed,ci,ci
2017-08-17T11:51:58.690Z,46.1291667,-111.4403333,3.99,2.82,ml,38,106,0.162,0.23,mb,mb80245879,2017-08-17T18:16:10.543Z,"22km SSE of Townsend, Montana",earthquake,0.38,1.33,0.281,21,reviewed,mb,mb
2017-08-17T08:52:25.060Z,-5.6154,-12.4697,10,5.2,mb,,58,14.377,0.52,us,us2000a90w,2017-08-17T09:11:59.040Z,"Ascension Island region",earthquake,11.3,1.9,0.056,107,reviewed,us,us
